Country Name,Country Code,Indicator Name,Indicator Code,Region,Region_Code,Income Group,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Canada,CAN,Rural population (% of total population),SP.RUR.TOTL.ZS,North America,NAC,High income,23.498,23.478,23.458,23.438,23.418,23.38,23.113,22.848,22.586,22.325,22.049,21.66,21.276,20.897,20.522,20.19,20.112,20.033,19.955,19.878,19.787,19.604,19.422,19.242,19.063,18.885,18.707,18.528,18.35,18.172
Canada,CAN,Rural population growth (annual %),SP.RUR.TOTL.ZG,North America,NAC,High income,0.377020281,1.226616514,1.205840783,1.698296193,1.408219641,1.198108055,0.078841898,-0.058818211,-0.192098059,-0.334158948,-0.166818957,-0.722974466,-0.923153366,-0.970031639,-0.927814212,-0.621479659,0.510040038,0.602664649,0.611914239,0.599287482,0.338009314,0.040691666,0.149484585,0.213740946,0.179337488,0.049490831,0.236012742,0.194428306,0.132710743,-0.111634026
Canada,CAN,Urban population,SP.URB.TOTL,North America,NAC,High income,20046584,20316591,20585971,20961910,21282904,21585143,21927863,22245552,22536691,22800720,23129543,23491972,23812357,24125782,24455142,24806464,25054475,25330347,25610398,25889021,26125779,26440579,26788779,27157761,27522849,27857146,28250517,28641888,29021397,29336790
Canada,CAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,North America,NAC,High income,76.502,76.522,76.542,76.562,76.582,76.62,76.887,77.152,77.414,77.675,77.951,78.34,78.724,79.103,79.478,79.81,79.888,79.967,80.045,80.122,80.213,80.396,80.578,80.758,80.937,81.115,81.293,81.472,81.65,81.828
Canada,CAN,Urban population growth (annual %),SP.URB.GROW,North America,NAC,High income,1.198523749,1.337907772,1.317198149,1.809715688,1.519714007,1.410113263,1.57528573,1.438396725,1.300261364,1.164742225,1.431860375,1.554802761,1.354590186,1.307641359,1.355943935,1.426376381,0.994818992,1.09507088,1.09952778,1.082053833,0.91035488,1.197738536,1.308319243,1.367975607,1.335367053,1.207298991,1.402223598,1.37585034,1.31631238,1.080897426
Central African Republic,CAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa,SSF,Low income,330,400,470,470,460,460,450,430,360,340,290,290,270,270,250,250,250,260,300,340,350,380,420,450,470,480,480,310,310,320
Central African Republic,CAF,Rural population,SP.RUR.TOTL,Sub-Saharan Africa,SSF,Low income,1725992,1755077,1782908,1816083,1855975,1899729,1946560,1995478,2044982,2093873,2142151,2189902,2236537,2281236,2323601,2363325,2400708,2436993,2473851,2511800,2551257,2591942,2633733,2676211,2719079,2762310,2805977,2849960,2894168,2938351
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa,SSF,Low income,64.132,63.794,63.455,63.256,63.175,63.094,63.013,62.932,62.851,62.769,62.688,62.606,62.525,62.443,62.361,62.28,62.198,62.116,62.034,61.934,61.817,61.682,61.53,61.36,61.172,60.966,60.742,60.5,60.241,59.963
Central African Republic,CAF,Rural population growth (annual %),SP.RUR.TOTL.ZG,Sub-Saharan Africa,SSF,Low income,1.879909391,1.671077294,1.573300852,1.843624486,2.172818047,2.330107997,2.435246773,2.481990849,2.450536686,2.362647363,2.279500327,2.204632956,2.107189349,1.978871388,1.840073616,1.695138827,1.569416807,1.50012084,1.501114355,1.52235818,1.558655129,1.582122281,1.599482974,1.599975675,1.589123184,1.577406617,1.568449873,1.555317417,1.539271857,1.515086198
Central African Republic,CAF,Urban population,SP.URB.TOTL,Sub-Saharan Africa,SSF,Low income,965320,996086,1026812,1054922,1081857,1111221,1142581,1175370,1208716,1241967,1275012,1308008,1340491,1372074,1402447,1431352,1459076,1486301,1514045,1543808,1575855,1610162,1646672,1685281,1725894,1768593,1813523,1860718,1910148,1961923
Central African Republic,CAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,Low income,35.868,36.206,36.545,36.744,36.825,36.906,36.987,37.068,37.149,37.231,37.312,37.394,37.475,37.557,37.639,37.72,37.802,37.884,37.966,38.066,38.183,38.318,38.47,38.64,38.828,39.034,39.258,39.5,39.759,40.037
Central African Republic,CAF,Urban population growth (annual %),SP.URB.GROW,Sub-Saharan Africa,SSF,Low income,3.343727889,3.137394665,3.038053648,2.700797381,2.521217848,2.678040174,2.783032766,2.829325322,2.797564751,2.713777395,2.625917722,2.554977889,2.453059553,2.328749895,2.189510433,2.040088412,1.91839065,1.848712433,1.849439418,1.946721438,2.054589059,2.153681293,2.242148634,2.317603409,2.381286162,2.443913812,2.50870471,2.569107243,2.621829122,2.674438874
Chad,TCD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa,SSF,Low income,210,210,270,270,270,290,330,240,220,210,200,210,220,200,180,190,190,210,340,470,530,630,700,830,910,890,960,980,980,880
Chad,TCD,Rural population,SP.RUR.TOTL,Sub-Saharan Africa,SSF,Low income,4196218,4317305,4446415,4580687,4718098,4858043,5001715,5152985,5320951,5498173,5684550,5880054,6086214,6305165,6538077,6786197,7048466,7320529,7596717,7873022,8147724,8422242,8700026,8985814,9281199,9586936,9901660,10223874,10551569,10883112
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa,SSF,Low income,80.017,79.813,79.606,79.398,79.189,78.977,78.765,78.592,78.56,78.527,78.494,78.462,78.429,78.396,78.363,78.33,78.298,78.265,78.232,78.199,78.166,78.132,78.099,78.066,78.017,77.952,77.871,77.773,77.659,77.529
Chad,TCD,Rural population growth (annual %),SP.RUR.TOTL.ZG,Sub-Saharan Africa,SSF,Low income,2.677012006,2.844772157,2.946678852,2.975083336,2.955676541,2.922992964,2.91451717,2.979530479,3.207588836,3.276380846,3.333611316,3.381397715,3.446026798,3.534292526,3.627394675,3.724761076,3.79193082,3.787258863,3.703358716,3.572579828,3.429664589,3.313743915,3.244995057,3.232109741,3.234362947,3.241059733,3.230108149,3.202315376,3.154899563,3.09376607
Chad,TCD,Urban population,SP.URB.TOTL,Sub-Saharan Africa,SSF,Low income,1047940,1091970,1139113,1188586,1239924,1293170,1348459,1403643,1452153,1503461,1557468,1614089,1673943,1737548,1805244,1877402,1953636,2032987,2113781,2194910,2275892,2357262,2439714,2524721,2615181,2711576,2813805,2921914,3035484,3154360
Chad,TCD,Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,Low income,19.983,20.187,20.394,20.602,20.811,21.023,21.235,21.408,21.44,21.473,21.506,21.538,21.571,21.604,21.637,21.67,21.702,21.735,21.768,21.801,21.834,21.868,21.901,21.934,21.983,22.048,22.129,22.227,22.341,22.471
Chad,TCD,Urban population growth (annual %),SP.URB.GROW,Sub-Saharan Africa,SSF,Low income,3.957766752,4.115707207,4.226648496,4.251447594,4.22857221,4.204648092,4.186589065,4.010854078,3.397628299,3.472250088,3.529164209,3.570928511,3.641121048,3.729300267,3.822083873,3.919314352,3.98033455,3.981388841,3.897214687,3.766275641,3.623102006,3.512871256,3.438004329,3.424974225,3.520274961,3.619670449,3.700764424,3.770122108,3.813200361,3.841473819
Chile,CHL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latin America & Caribbean,LCN,High income,1410,1560,1830,2100,2260,2510,3050,3380,3670,4400,5020,5480,5350,5000,5020,4850,4630,4650,5310,6340,7360,8740,10140,10030,10800,12350,14360,15270,14980,14060
Chile,CHL,Rural population,SP.RUR.TOTL,Latin America & Caribbean,LCN,High income,2121860,2140657,2160026,2179356,2198392,2217040,2229863,2218918,2206887,2193681,2179413,2164009,2147750,2130524,2112780,2094427,2075509,2057074,2038948,2021246,2004197,1987707,1971712,1956483,1942098,1928266,1915162,1902584,1890656,1879170
Chile,CHL,Rural population (% of total population),SP.RUR.TOTL.ZS,Latin America & Caribbean,LCN,High income,17.245,17.115,16.986,16.857,16.729,16.602,16.436,16.104,15.777,15.455,15.139,14.828,14.523,14.222,13.927,13.637,13.352,13.078,12.813,12.557,12.311,12.074,11.845,11.625,11.414,11.21,11.014,10.825,10.644,10.47
Chile,CHL,Rural population growth (annual %),SP.RUR.TOTL.ZG,Latin America & Caribbean,LCN,High income,0.845942166,0.881972874,0.90074674,0.890916165,0.869676372,0.844678884,0.576717574,-0.492045892,-0.543676445,-0.600197049,-0.652538026,-0.709305455,-0.75417374,-0.805282368,-0.836334301,-0.872460823,-0.90735828,-0.892184006,-0.885059617,-0.871983564,-0.847067115,-0.826176872,-0.807951218,-0.775372724,-0.737964161,-0.714767856,-0.681893912,-0.658925214,-0.628910341,-0.60936688
Chile,CHL,Urban population,SP.URB.TOTL,Latin America & Caribbean,LCN,High income,10182343,10366831,10556482,10749135,10942810,11137014,11337079,11559758,11781112,12000305,12216607,12430061,12640859,12849960,13057607,13263991,13469045,13672194,13874171,14075325,14275531,14474994,14674228,14873474,15072950,15273039,15473275,15673249,15871991,16068971
Chile,CHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,Latin America & Caribbean,LCN,High income,82.755,82.885,83.014,83.143,83.271,83.398,83.564,83.896,84.223,84.545,84.861,85.172,85.477,85.778,86.073,86.363,86.648,86.922,87.187,87.443,87.689,87.926,88.155,88.375,88.586,88.79,88.986,89.175,89.356,89.53
Chile,CHL,Urban population growth (annual %),SP.URB.GROW,Latin America & Caribbean,LCN,High income,1.761115413,1.795624067,1.812869635,1.808520739,1.785733337,1.759153589,1.780452586,1.945124742,1.896764228,1.843449508,1.786418948,1.732155738,1.681653228,1.640635323,1.603017732,1.568204405,1.534116975,1.497004568,1.46647748,1.439435425,1.41236884,1.38756562,1.367014891,1.348660008,1.33223887,1.318737048,1.302522513,1.28410315,1.260060977,1.233416183
China,CHN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,East Asia & Pacific,EAS,Upper middle income,310,320,330,320,330,350,390,420,470,540,650,750,800,850,930,1010,1100,1270,1500,1750,2050,2490,3070,3650,4300,5000,5870,6710,7400,7820
China,CHN,Rural population,SP.RUR.TOTL,East Asia & Pacific,EAS,Upper middle income,815464944,821058949,826508924,831145763,835019382,836478966,836448460,835478607,833998460,831819843,828956742,825589438,821328874,815968942,809645853,800082679,788406300,775926016,762817902,749352182,735901746,722214159,708173810,693852712,679206337,664363135,649832871,635688202,621970693,608629709
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,East Asia & Pacific,EAS,Upper middle income,76.441,75.741,75.026,74.299,73.558,72.688,71.8,70.897,69.976,69.039,68.084,67.117,66.133,65.135,64.123,62.907,61.575,60.224,58.856,57.478,56.132,54.801,53.461,52.12,50.774,49.427,48.111,46.832,45.59,44.386
China,CHN,Rural population growth (annual %),SP.RUR.TOTL.ZG,East Asia & Pacific,EAS,Upper middle income,0.595274324,0.683647432,0.66158062,0.559447167,0.464975035,0.174643831,-0.00364702,-0.116016198,-0.177318685,-0.261567332,-0.344790969,-0.407037131,-0.517399494,-0.654731362,-0.777935943,-1.188186246,-1.470150496,-1.595639068,-1.703783318,-1.781026631,-1.811246341,-1.877489851,-1.963215611,-2.042985048,-2.133474239,-2.2096075,-2.211368176,-2.200701359,-2.181522044,-2.168292268
China,CHN,Urban population,SP.URB.TOTL,East Asia & Pacific,EAS,Upper middle income,251325056,262976051,275121076,287504237,300165618,314301034,328521540,342961393,357836540,373035157,388593258,404485562,420606126,436766058,452999147,471767321,491993700,512473984,533257098,554367818,575118254,595670841,616481190,637407288,658498663,679766865,700862129,721691798,742299307,762590291
China,CHN,Urban population (% of total),SP.URB.TOTL.IN.ZS,East Asia & Pacific,EAS,Upper middle income,23.559,24.259,24.974,25.701,26.442,27.312,28.2,29.103,30.024,30.961,31.916,32.883,33.867,34.865,35.877,37.093,38.425,39.776,41.144,42.522,43.868,45.199,46.539,47.88,49.226,50.573,51.889,53.168,54.41,55.614
China,CHN,Urban population growth (annual %),SP.URB.GROW,East Asia & Pacific,EAS,Upper middle income,4.438100593,4.531582208,4.514830994,4.402632038,4.309678481,4.601685132,4.42511729,4.301547743,4.245840597,4.159637994,4.086051744,4.008285508,3.908078566,3.77008873,3.649252711,4.059565758,4.198001148,4.078403526,3.97537213,3.882472976,3.674728093,3.511255552,3.433957689,3.338102468,3.255365494,3.178740299,3.056129629,2.928698509,2.815436536,2.696837536
Colombia,COL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latin America & Caribbean,LCN,Upper middle income,1190,1210,1260,1220,1220,1190,1280,1390,1740,2140,2470,2590,2510,2280,2320,2300,2330,2340,2580,2920,3430,4070,4660,5090,5540,6180,7150,7760,7970,7130
Colombia,COL,Rural population,SP.RUR.TOTL,Latin America & Caribbean,LCN,Upper middle income,10718954,10766910,10807731,10843210,10872311,10895429,10912604,10923702,10973783,11039393,11098144,11150746,11198577,11242177,11282806,11321137,11356358,11387824,11414186,11435632,11451650,11462415,11467884,11468064,11462995,11452647,11437562,11417558,11392990,11364612
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,Latin America & Caribbean,LCN,Upper middle income,33.846,33.309,32.775,32.248,31.724,31.204,30.689,30.18,29.801,29.484,29.168,28.854,28.543,28.233,27.925,27.62,27.317,27.016,26.716,26.419,26.124,25.831,25.54,25.251,24.964,24.679,24.397,24.117,23.839,23.564
Colombia,COL,Rural population growth (annual %),SP.RUR.TOTL.ZG,Latin America & Caribbean,LCN,Upper middle income,0.40075703,0.446396567,0.378416945,0.327736626,0.26802044,0.212406145,0.157510799,0.101647238,0.457414058,0.596099302,0.530782968,0.472851437,0.428031516,0.388579233,0.360746501,0.339153543,0.310625387,0.276695113,0.231225333,0.18771271,0.139972956,0.093959765,0.04770108,0.001569588,-0.044210781,-0.090313862,-0.131803097,-0.175050537,-0.2154092,-0.249393717
Colombia,COL,Urban population,SP.URB.TOTL,Latin America & Caribbean,LCN,Upper middle income,20950826,21557416,22167802,22781232,23399252,24021341,24646079,25271468,25849756,26402587,26950896,27494663,28035482,28577102,29121153,29667772,30216135,30764323,31309971,31850004,32384094,32912232,33433776,33948212,34455106,34953799,35443456,35924805,36398403,36864092
Colombia,COL,Urban population (% of total),SP.URB.TOTL.IN.ZS,Latin America & Caribbean,LCN,Upper middle income,66.154,66.691,67.225,67.752,68.276,68.796,69.311,69.82,70.199,70.516,70.832,71.146,71.457,71.767,72.075,72.38,72.683,72.984,73.284,73.581,73.876,74.169,74.46,74.749,75.036,75.321,75.603,75.883,76.161,76.436
Colombia,COL,Urban population growth (annual %),SP.URB.GROW,Latin America & Caribbean,LCN,Upper middle income,2.980488057,2.854181448,2.792098845,2.729616336,2.676701696,2.623858753,2.567517733,2.505819141,2.262514953,2.116083594,2.055454578,1.997536956,1.947900911,1.913484556,1.885904954,1.859652147,1.831471443,1.797962119,1.758093469,1.710089849,1.662986872,1.617700566,1.57222645,1.526954044,1.482101435,1.436995963,1.3911477,1.348936606,1.309689608,1.271306068
"Congo, Rep.",COG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa,SSF,Lower middle income,970,1040,920,930,920,950,1050,790,680,430,470,590,580,490,570,640,680,710,790,980,1230,1410,1870,1980,2230,2230,2510,2620,2720,2540
"Congo, Rep.",COG,Rural population,SP.RUR.TOTL,Sub-Saharan Africa,SSF,Lower middle income,1014659,1033580,1052400,1071197,1090043,1108853,1127634,1146616,1166090,1186123,1206935,1227072,1247175,1266423,1284284,1300425,1315221,1330094,1346848,1366624,1389896,1415928,1443383,1470246,1495178,1517829,1538741,1558626,1578674,1599558
"Congo, Rep.",COG,Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa,SSF,Lower middle income,47.358,46.936,46.515,46.095,45.676,45.257,44.838,44.42,44.004,43.587,43.168,42.701,42.234,41.769,41.305,40.844,40.383,39.924,39.467,39.012,38.559,38.107,37.659,37.214,36.772,36.334,35.9,35.469,35.043,34.62
"Congo, Rep.",COG,Rural population growth (annual %),SP.RUR.TOTL.ZG,Sub-Saharan Africa,SSF,Lower middle income,1.901654406,1.847590856,1.804476617,1.770344461,1.744043021,1.710900273,1.679548461,1.669336335,1.684127622,1.703373323,1.739408299,1.654675558,1.625014995,1.531539748,1.400497347,1.248976951,1.131357823,1.124490408,1.251743128,1.457641734,1.688545916,1.855622232,1.920451732,1.844006989,1.681552957,1.503576111,1.368352519,1.284011433,1.278059025,1.314208691
"Congo, Rep.",COG,Urban population,SP.URB.TOTL,Sub-Saharan Africa,SSF,Lower middle income,1127870,1168526,1210096,1252693,1296424,1341272,1387273,1434690,1483874,1535154,1588968,1646566,1705836,1765546,1824985,1883458,1941646,2001470,2065744,2136462,2214699,2299737,2389388,2480540,2570900,2659606,2747447,2835708,2926288,3020772
"Congo, Rep.",COG,Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,Lower middle income,52.642,53.064,53.485,53.905,54.324,54.743,55.162,55.58,55.996,56.413,56.832,57.299,57.766,58.231,58.695,59.156,59.617,60.076,60.533,60.988,61.441,61.893,62.341,62.786,63.228,63.666,64.1,64.531,64.957,65.38
"Congo, Rep.",COG,Urban population growth (annual %),SP.URB.GROW,Sub-Saharan Africa,SSF,Lower middle income,3.589600417,3.541222729,3.495656981,3.459593862,3.4314071,3.400871252,3.372153221,3.360884835,3.370743748,3.397446626,3.445404716,3.560715816,3.536340609,3.440467784,3.311177683,3.153768117,3.042661796,3.034584363,3.16085415,3.366073776,3.596531277,3.767826596,3.824249764,3.74390122,3.577975375,3.392195937,3.249412532,3.161952461,3.144308419,3.177770222
Costa Rica,CRI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latin America & Caribbean,LCN,Upper middle income,1820,2070,2190,2210,2320,2330,2580,2760,3010,3220,3270,3390,3480,3470,3710,3880,3970,4200,4570,4890,5310,5640,6270,6300,7100,7980,9140,9850,10120,10210
Costa Rica,CRI,Rural population,SP.RUR.TOTL,Latin America & Caribbean,LCN,Upper middle income,1502645,1514719,1525989,1537009,1547935,1558738,1569120,1578926,1587774,1595399,1601805,1606957,1610098,1610537,1607511,1582453,1554136,1523432,1491214,1458327,1424831,1390713,1356005,1320761,1284767,1248296,1212871,1178679,1145869,1114412
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,Latin America & Caribbean,LCN,Upper middle income,53.647,52.737,51.824,50.912,49.998,49.084,48.17,47.259,46.349,45.441,44.535,43.635,42.738,41.846,40.951,39.593,38.249,36.923,35.615,34.331,33.068,31.828,30.613,29.427,28.266,27.134,26.06,25.044,24.085,23.179
Costa Rica,CRI,Rural population growth (annual %),SP.RUR.TOTL.ZG,Latin America & Caribbean,LCN,Upper middle income,0.880116559,0.800305462,0.741278124,0.719559565,0.708346452,0.695473488,0.663843316,0.622991641,0.558816625,0.479082638,0.40072567,0.321121007,0.195271825,0.027261705,-0.188064373,-1.571084528,-1.805641055,-1.995407982,-2.137513106,-2.230066504,-2.323667808,-2.423664493,-2.527368844,-2.63347912,-2.763070668,-2.879795764,-2.87891449,-2.859595656,-2.823101874,-2.783638956
Costa Rica,CRI,Urban population,SP.URB.TOTL,Latin America & Caribbean,LCN,Upper middle income,1298341,1357495,1418571,1481944,1548059,1616916,1688343,1762079,1837918,1915526,1994928,2075768,2157271,2238188,2317939,2414347,2509072,2602538,2695825,2789516,2883959,2978752,3073501,3167500,3260506,3352191,3441277,3527754,3611737,3693438
Costa Rica,CRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,Latin America & Caribbean,LCN,Upper middle income,46.353,47.263,48.176,49.088,50.002,50.916,51.83,52.741,53.651,54.559,55.465,56.365,57.262,58.154,59.049,60.407,61.751,63.077,64.385,65.669,66.932,68.172,69.387,70.573,71.734,72.866,73.94,74.956,75.915,76.821
Costa Rica,CRI,Urban population growth (annual %),SP.URB.GROW,Latin America & Caribbean,LCN,Upper middle income,4.536884227,4.455379393,4.400893731,4.37047125,4.364714875,4.351874306,4.322694339,4.274678734,4.21390473,4.135884932,4.061570092,3.972324622,3.851279129,3.682261296,3.501181885,4.075042839,3.84841065,3.657415908,3.521715722,3.416382412,3.329589887,3.23404179,3.131288187,3.012533049,2.893976484,2.773176385,2.622846153,2.481878439,2.352741224,2.236891154
Cote d'Ivoire,CIV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sub-Saharan Africa,SSF,Lower middle income,720,800,890,810,760,740,760,740,670,690,710,760,750,730,640,590,570,620,780,940,950,980,1090,1180,1210,1150,1260,1360,1450,1410
Cote d'Ivoire,CIV,Rural population,SP.RUR.TOTL,Sub-Saharan Africa,SSF,Lower middle income,6526456,6744940,6960086,7167085,7379232,7596367,7816663,8037584,8255753,8468311,8675611,8877413,9068728,9216957,9325868,9411723,9477244,9530615,9582204,9640070,9705356,9758156,9816891,9881824,9953720,10033202,10120616,10213167,10307708,10401853
Cote d'Ivoire,CIV,Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa,SSF,Lower middle income,61.873,61.654,61.392,61.024,60.655,60.284,59.912,59.539,59.165,58.79,58.413,58.036,57.658,57.114,56.459,55.805,55.147,54.487,53.825,53.164,52.5,51.734,50.966,50.2,49.443,48.695,47.959,47.234,46.521,45.82
Cote d'Ivoire,CIV,Rural population growth (annual %),SP.RUR.TOTL.ZG,Sub-Saharan Africa,SSF,Lower middle income,3.418444045,3.292852406,3.139923645,2.930718626,2.91705513,2.900053853,2.858763046,2.787080338,2.678175014,2.542078844,2.418467653,2.29944301,2.1321826,1.621292797,1.17471046,0.916399561,0.693751678,0.561569194,0.539837952,0.602074185,0.674952806,0.542555008,0.600102531,0.659263664,0.724924054,0.795344265,0.867473827,0.91032386,0.921419471,0.909199848
Cote d'Ivoire,CIV,Urban population,SP.URB.TOTL,Sub-Saharan Africa,SSF,Lower middle income,4021692,4195047,4377036,4577613,4786677,5004600,5230244,5462112,5698026,5936029,6176582,6418977,6659754,6920867,7192080,7453653,7708177,7960924,8220312,8492632,8781036,9104016,9444756,9803085,10177987,10570970,10982025,11409323,11849399,12299703
Cote d'Ivoire,CIV,Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,Lower middle income,38.127,38.346,38.608,38.976,39.345,39.716,40.088,40.461,40.835,41.21,41.587,41.964,42.342,42.886,43.541,44.195,44.853,45.513,46.175,46.836,47.5,48.266,49.034,49.8,50.557,51.305,52.041,52.766,53.479,54.18
Cote d'Ivoire,CIV,Urban population growth (annual %),SP.URB.GROW,Sub-Saharan Africa,SSF,Lower middle income,4.33932256,4.220183407,4.246723932,4.480590024,4.46587505,4.452105577,4.410044141,4.337759724,4.228427092,4.092059223,3.972465274,3.849371518,3.682378772,3.845850387,3.843936978,3.572382721,3.357746566,3.226336008,3.206309103,3.259079951,3.339543207,3.612123872,3.674403199,3.723746521,3.753011884,3.788431393,3.814828048,3.817098289,3.78463208,3.729796675
Cyprus,CYP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Europe & Central Asia,ECS,High income,5090,6450,8090,8770,9510,9670,11230,11190,11900,12610,13790,14230,15330,14200,14070,14040,14340,16580,20030,23580,25740,28450,31330,32050,30910,31220,28800,27280,26510,25930
Cyprus,CYP,Rural population,SP.RUR.TOTL,Europe & Central Asia,ECS,High income,248592,249392,250807,252645,254699,256963,259430,263724,268605,273399,278033,282514,286895,291280,295739,300280,306762,313888,320900,327660,334143,340364,346377,352282,358135,363959,369723,375227,380488,385470
Cyprus,CYP,Rural population (% of total population),SP.RUR.TOTL.ZS,Europe & Central Asia,ECS,High income,34.898,34.476,34.055,33.639,33.224,32.812,32.402,32.208,32.085,31.962,31.839,31.717,31.595,31.473,31.352,31.231,31.306,31.447,31.59,31.732,31.875,32.018,32.161,32.305,32.449,32.594,32.739,32.867,32.981,33.079
Cyprus,CYP,Rural population growth (annual %),SP.RUR.TOTL.ZG,Europe & Central Asia,ECS,High income,0.013677964,0.32129574,0.565776331,0.730162226,0.809711447,0.884964987,0.955481104,1.641618503,1.833879722,1.769036768,1.680754504,1.59882952,1.538818828,1.516870871,1.519230472,1.523806411,2.135682993,2.296403175,2.209331373,2.084693728,1.959255967,1.844658811,1.751214408,1.690421397,1.647801907,1.613121364,1.571285268,1.477709955,1.392346319,1.300872961
Cyprus,CYP,Urban population,SP.URB.TOTL,Europe & Central Asia,ECS,High income,463748,473988,485670,498402,511912,526175,541230,555090,568561,581990,595213,608219,621145,634211,647548,661202,673121,684262,694927,704926,714150,722676,730633,738204,745550,752685,759580,766425,773170,779830
Cyprus,CYP,Urban population (% of total),SP.URB.TOTL.IN.ZS,Europe & Central Asia,ECS,High income,65.102,65.524,65.945,66.361,66.776,67.188,67.598,67.792,67.915,68.038,68.161,68.283,68.405,68.527,68.648,68.769,68.694,68.553,68.41,68.268,68.125,67.982,67.839,67.695,67.551,67.406,67.261,67.133,67.019,66.921
Cyprus,CYP,Urban population growth (annual %),SP.URB.GROW,Europe & Central Asia,ECS,High income,1.8747223,2.184070368,2.4347376,2.587759938,2.674575496,2.748112176,2.821047011,2.528593563,2.397834458,2.334465811,2.246605922,2.16156898,2.102953456,2.08171576,2.081121546,2.086646865,1.786571471,1.641577976,1.546591886,1.428602869,1.300019154,1.186796463,1.095029276,1.030892747,0.990199187,0.952461255,0.911883536,0.897119722,0.876210062,0.857700042
Denmark,DNK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Europe & Central Asia,ECS,High income,14140,17870,22300,23240,24530,25720,28930,28780,30600,32830,35040,35320,33580,33130,32660,31440,30870,34850,42760,49620,53520,55700,60260,59840,60820,61490,60580,61770,61950,58590
Denmark,DNK,Rural population,SP.RUR.TOTL,Europe & Central Asia,ECS,High income,795833,791356,786304,781335,779212,779794,780980,782186,783426,786105,789145,791005,792450,793693,795603,795779,792950,789180,780089,766524,755890,748599,742353,737112,732572,726570,718964,711749,705322,699510
Denmark,DNK,Rural population (% of total population),SP.RUR.TOTL.ZS,Europe & Central Asia,ECS,High income,15.542,15.435,15.329,15.223,15.157,15.129,15.102,15.075,15.048,15.021,14.994,14.967,14.94,14.914,14.9,14.85,14.75,14.64,14.434,14.144,13.902,13.707,13.513,13.346,13.205,13.043,12.858,12.676,12.498,12.324
Denmark,DNK,Rural population growth (annual %),SP.RUR.TOTL.ZG,Europe & Central Asia,ECS,High income,-0.552481709,-0.564143511,-0.640444363,-0.633949097,-0.272084251,0.074662962,0.151975908,0.154302261,0.158404542,0.341376195,0.38597096,0.235420797,0.182512342,0.156732433,0.240358111,0.022119139,-0.356134116,-0.476573624,-1.158641597,-1.754200676,-1.397014603,-0.96924033,-0.837858836,-0.70850232,-0.61782185,-0.822679883,-1.052354382,-1.008596576,-0.907088504,-0.82743462
Denmark,DNK,Urban population,SP.URB.TOTL,Europe & Central Asia,ECS,High income,4324701,4335668,4343212,4351259,4361727,4374504,4390390,4406442,4422754,4447268,4473929,4493986,4511769,4528106,4544013,4563004,4582981,4601394,4624434,4652908,4681382,4712839,4751268,4785983,4815111,4844002,4872608,4903183,4938153,4976492
Denmark,DNK,Urban population (% of total),SP.URB.TOTL.IN.ZS,Europe & Central Asia,ECS,High income,84.458,84.565,84.671,84.777,84.843,84.871,84.898,84.925,84.952,84.979,85.006,85.033,85.06,85.086,85.1,85.15,85.25,85.36,85.566,85.856,86.098,86.293,86.487,86.654,86.795,86.957,87.142,87.324,87.502,87.676
